2.460348687081550714e+06 3.296658000000000088e-01 9.901876000000000427e-03
2.460348687370300759e+06 3.224200999999999873e-01 9.883717000000000197e-03
2.460348687666990794e+06 3.428698000000000023e-01 9.867637000000000283e-03
2.460348687962789554e+06 3.452661000000000202e-01 9.862002999999999395e-03
2.460348688249421306e+06 3.266436999999999813e-01 9.808478000000000682e-03
2.460348688537951559e+06 3.495362000000000191e-01 9.874001000000000305e-03
2.460348688830277883e+06 3.275047999999999848e-01 9.868329000000000337e-03
2.460348689122499898e+06 3.469902999999999738e-01 9.893661999999999249e-03
2.460348689408553299e+06 3.264112000000000124e-01 9.864286999999999361e-03
2.460348689694895875e+06 3.240742999999999818e-01 9.854817999999999564e-03
2.460348689982615877e+06 3.396092000000000000e-01 9.852968999999999616e-03
2.460348690290983766e+06 3.128603999999999830e-01 9.868843999999999880e-03
2.460348690864120144e+06 3.466493999999999964e-01 9.868214000000000152e-03
2.460348691151666455e+06 3.399582999999999910e-01 9.880955000000000293e-03
2.460348691437951289e+06 3.326660000000000172e-01 9.856692000000000231e-03
2.460348691724259406e+06 3.361625999999999781e-01 9.861533000000000451e-03
2.460348692010567058e+06 3.384544999999999915e-01 9.895772000000000596e-03
2.460348692297106609e+06 3.464525999999999994e-01 9.884126000000000023e-03
2.460348694608483929e+06 3.233134999999999759e-01 9.860274999999999943e-03
2.460348694895775523e+06 3.114931000000000227e-01 9.858623000000000386e-03
2.460348695182164200e+06 3.162511000000000072e-01 9.864983000000000779e-03
2.460348695478321984e+06 3.196188999999999836e-01 9.848060000000000494e-03
2.460348695775381755e+06 3.274521000000000237e-01 9.856902000000000719e-03
2.460348696368055418e+06 3.305140999999999774e-01 9.865686000000000247e-03
2.460348696665659547e+06 3.083376999999999923e-01 9.847267999999999299e-03
2.460348696961446665e+06 3.229499000000000120e-01 9.839142000000000374e-03
2.460348697254884057e+06 3.145529000000000241e-01 1.017802999999999937e-02
2.460348697551770601e+06 3.204873999999999779e-01 9.885601000000000804e-03
2.460348697848645970e+06 3.238290999999999809e-01 9.858946000000000376e-03
2.460348698144988623e+06 3.291499999999999981e-01 9.878268000000000812e-03
2.460348698435891420e+06 3.092222000000000026e-01 9.873157999999999934e-03
2.460348698731145822e+06 3.232368999999999937e-01 9.887998000000000273e-03
2.460348699020972010e+06 3.076113999999999793e-01 9.864130999999999941e-03
2.460348699310555588e+06 3.150451000000000223e-01 9.895146000000000497e-03
2.460348699605763890e+06 3.275374999999999814e-01 9.883480000000000043e-03
2.460348699901215266e+06 3.137566999999999995e-01 9.884979999999999808e-03
2.460348700196817052e+06 3.122508999999999979e-01 9.863716999999999277e-03
2.460348700490891002e+06 3.298082999999999987e-01 9.872264999999999860e-03
2.460348700785983820e+06 3.357832000000000039e-01 9.917207000000000799e-03
2.460348701079606544e+06 3.100119000000000069e-01 9.891159000000000062e-03
2.460348701375162229e+06 3.216016999999999904e-01 9.898172999999999694e-03
2.460348701670301147e+06 3.232021999999999951e-01 9.919627000000000305e-03
2.460348701964895707e+06 3.418086000000000180e-01 9.888723000000000304e-03
2.460348702259132173e+06 3.223858000000000001e-01 9.896716999999999320e-03
2.460348702554432675e+06 3.434794999999999932e-01 9.898499999999999313e-03
2.460348702848923393e+06 3.319099999999999828e-01 9.937190999999999733e-03
2.460348703144154977e+06 3.162042999999999937e-01 9.887174000000000310e-03
2.460348703438287135e+06 3.179867000000000110e-01 9.861273000000000261e-03
2.460348703733414412e+06 3.264900000000000024e-01 9.891142999999999810e-03
2.460348704028333537e+06 3.269754999999999745e-01 9.927088000000000578e-03
