2.460220608432407491e+06 1.370673999999999978e+04 2.692278999999999769e+02
2.460220608844907489e+06 1.418665999999999985e+04 2.697083000000000084e+02
2.460220609253645875e+06 1.427184000000000015e+04 2.697545999999999822e+02
2.460220609664710704e+06 1.414871999999999935e+04 2.701644999999999754e+02
2.460220610072627198e+06 1.329078000000000065e+04 2.708448000000000206e+02
2.460220610485439654e+06 1.381639999999999964e+04 2.700090999999999894e+02
2.460220610898530111e+06 1.384605999999999949e+04 2.704734000000000265e+02
2.460220611301076598e+06 1.410440999999999985e+04 2.698643999999999892e+02
2.460220611630879808e+06 1.330895000000000073e+04 2.699658999999999764e+02
2.460220612032905221e+06 1.388828000000000065e+04 2.697237000000000080e+02
2.460220612435486168e+06 1.387702000000000044e+04 2.686177000000000135e+02
2.460220612842071801e+06 1.358697999999999956e+04 2.693217000000000212e+02
2.460220613244432956e+06 1.382364999999999964e+04 2.697468000000000075e+02
2.460220613646643702e+06 1.320354999999999927e+04 2.695169000000000210e+02
2.460220614049074240e+06 1.368792000000000007e+04 2.687631999999999834e+02
2.460220614451284520e+06 1.365420000000000073e+04 2.688419999999999845e+02
2.460220614853460807e+06 1.352827000000000044e+04 2.692572999999999865e+02
2.460220615255740937e+06 1.380155999999999949e+04 2.700000999999999749e+02
2.460220615657974500e+06 1.330768000000000029e+04 2.692461000000000126e+02
2.460220616068680771e+06 1.334079000000000087e+04 2.685011999999999830e+02
2.460220616479409859e+06 1.386007999999999993e+04 2.693342999999999847e+02
2.460220616881597321e+06 1.371937000000000080e+04 2.683670999999999935e+02
2.460220617325613275e+06 1.315740999999999985e+04 2.693836000000000013e+02
2.460220617727835663e+06 1.355404999999999927e+04 2.690063999999999851e+02
2.460220618130231276e+06 1.331567000000000007e+04 2.695101000000000226e+02
2.460220618532430381e+06 1.380545999999999913e+04 2.690380000000000109e+02
2.460220618934698869e+06 1.399123999999999978e+04 2.692907000000000153e+02
2.460220619336782489e+06 1.353075000000000000e+04 2.681349000000000160e+02
2.460220619738819543e+06 1.310747999999999956e+04 2.688340000000000032e+02
2.460220620140972082e+06 1.336302000000000044e+04 2.687176999999999794e+02
2.460220620543206111e+06 1.308265999999999985e+04 2.695930000000000177e+02
2.460220620945439674e+06 1.340228000000000065e+04 2.691641999999999939e+02
2.460220621347627137e+06 1.350879000000000087e+04 2.683659000000000106e+02
2.460220621752361301e+06 1.284905999999999949e+04 2.675663999999999874e+02
2.460220622164456174e+06 1.377893000000000029e+04 2.687053000000000225e+02
2.460220622574270703e+06 1.360589999999999964e+04 2.676734000000000151e+02
2.460220622987743001e+06 1.393771999999999935e+04 2.680831000000000017e+02
2.460220623394953553e+06 1.349815999999999985e+04 2.675928000000000111e+02
2.460220623807534575e+06 1.301817000000000007e+04 2.678575000000000159e+02
2.460220624215347227e+06 1.356703000000000065e+04 2.675905999999999949e+02
2.460220624626284931e+06 1.319777000000000044e+04 2.680824999999999818e+02
