8.077735999999999805e-01 9.488095999999999683e-03
7.929475000000000273e-01 9.469935999999999979e-03
8.123023000000000327e-01 9.455619999999999650e-03
8.005364999999999842e-01 9.458506000000000205e-03
8.075347999999999971e-01 9.400106999999999560e-03
8.291212000000000026e-01 9.472569000000000128e-03
7.998461999999999517e-01 9.466995000000000618e-03
8.053287000000000084e-01 9.492415000000000574e-03
8.077031000000000072e-01 9.452214000000000449e-03
8.226630999999999805e-01 9.449974999999999348e-03
8.125029999999999752e-01 9.452876000000000681e-03
8.175681000000000198e-01 9.457826000000000774e-03
8.026638999999999857e-01 9.476590999999999487e-03
8.069285000000000485e-01 9.462609999999999771e-03
8.183814000000000366e-01 9.474385000000000098e-03
7.930405999999999844e-01 9.452613999999999808e-03
8.200165999999999844e-01 9.459818000000000046e-03
8.190431999999999713e-01 9.487469000000000111e-03
8.039581999999999562e-01 9.478373000000000007e-03
8.067891999999999841e-01 9.455384000000000705e-03
8.146417000000000241e-01 9.445438999999999918e-03
7.962759999999999838e-01 9.456592999999999249e-03
8.202488000000000001e-01 9.442571000000000297e-03
7.952000000000000179e-01 9.439383000000000842e-03
7.938237000000000210e-01 9.415009999999999699e-03
8.127366000000000312e-01 9.463627000000000497e-03
7.950745000000000173e-01 9.451025000000000051e-03
7.961388000000000353e-01 9.432753999999999792e-03
7.774208000000000229e-01 9.755355999999999750e-03
7.995295000000000041e-01 9.480146000000000059e-03
7.957262000000000501e-01 9.458255999999999955e-03
7.964727999999999808e-01 9.467457999999999776e-03
8.097005000000000452e-01 9.461027000000000325e-03
8.195571999999999857e-01 9.472233999999999515e-03
8.180988999999999622e-01 9.461657000000000053e-03
8.003057999999999561e-01 9.489901000000000239e-03
7.974512999999999741e-01 9.469781999999999506e-03
8.140456000000000358e-01 9.477295999999999637e-03
8.105221999999999705e-01 9.457289000000000667e-03
8.142930000000000446e-01 9.471706999999999349e-03
8.029473000000000305e-01 9.501793999999999171e-03
8.115963000000000482e-01 9.492851000000000067e-03
8.287835000000000063e-01 9.495974000000000775e-03
8.178798000000000457e-01 9.517704000000000095e-03
8.187851000000000434e-01 9.478000000000000314e-03
8.249946999999999697e-01 9.484967999999999871e-03
8.245006000000000279e-01 9.495646999999999421e-03
8.116027999999999576e-01 9.519603999999999219e-03
8.105736999999999526e-01 9.470175000000000815e-03
8.147033000000000191e-01 9.454739999999999672e-03
8.145972000000000213e-01 9.477599999999999220e-03
8.018826999999999483e-01 9.517598999999999851e-03
7.979456000000000326e-01 9.473461000000000728e-03
7.968338999999999839e-01 9.479200000000000126e-03
8.019697000000000076e-01 9.469526000000000679e-03
8.085276999999999603e-01 9.504032000000000799e-03
8.240132000000000012e-01 9.468458000000000777e-03
8.189001999999999670e-01 9.509157000000000720e-03
8.210182999999999787e-01 9.504577999999999638e-03
8.125263999999999820e-01 9.503426000000000581e-03
8.198817000000000466e-01 9.479444999999999538e-03
8.262977999999999712e-01 9.479160999999999837e-03
8.042449999999999877e-01 9.501406000000000435e-03
8.092167000000000110e-01 9.491931999999999800e-03
8.040492999999999668e-01 9.486970000000000819e-03
8.206999000000000377e-01 9.455119999999999150e-03
7.863356999999999708e-01 9.481929000000000052e-03
8.105584999999999596e-01 9.472434000000000062e-03
8.235166999999999904e-01 9.455536000000000496e-03
8.000504999999999978e-01 9.451790999999999318e-03
8.106254000000000515e-01 9.456756000000000190e-03
8.063219000000000358e-01 9.452831000000000081e-03
7.970979000000000259e-01 9.464177000000000700e-03
8.396784999999999943e-01 9.474609999999999629e-03
8.222192000000000389e-01 9.469820000000000321e-03
8.147541000000000366e-01 9.486168999999999157e-03
8.006710999999999689e-01 9.444792000000000465e-03
8.244183999999999957e-01 9.478392999999999888e-03
7.966708000000000123e-01 9.480663000000000284e-03
8.027210000000000178e-01 9.490424000000000776e-03
8.203821000000000030e-01 9.640683000000000585e-03
8.135476999999999848e-01 9.473014000000000087e-03
7.838787000000000393e-01 9.412303999999999810e-03
7.935919000000000167e-01 9.426669999999999841e-03
7.715366000000000168e-01 9.439832999999999905e-03
7.793493000000000226e-01 9.458532000000000398e-03
7.923031999999999853e-01 9.434177999999999661e-03
7.952852999999999728e-01 9.432983000000000687e-03
7.831755999999999718e-01 9.416979000000000669e-03
7.918091999999999908e-01 9.426999000000000142e-03
7.907767999999999464e-01 9.449423000000000197e-03
7.773016000000000369e-01 9.427044000000000742e-03
7.955672999999999773e-01 9.416271999999999837e-03
7.840399999999999592e-01 9.436214000000000060e-03
7.941051999999999556e-01 9.445867999999999626e-03
7.951808999999999683e-01 9.451378999999999336e-03
7.775286000000000142e-01 9.443105000000000249e-03
7.972666999999999948e-01 9.432259999999999603e-03
7.955398000000000192e-01 9.435583000000000858e-03
8.054137000000000102e-01 9.447785000000000211e-03
7.844385000000000385e-01 9.431919000000000414e-03
7.805771999999999711e-01 9.443750000000000755e-03
7.764448000000000460e-01 9.450725000000000098e-03
7.806807000000000052e-01 9.425410000000000385e-03
7.865811999999999804e-01 9.451341999999999730e-03
7.884465000000000501e-01 9.454117999999999203e-03
7.791242000000000445e-01 9.446734999999999507e-03
7.979806999999999872e-01 9.497340999999999422e-03
7.630196999999999674e-01 9.456554000000000695e-03
7.921466999999999814e-01 9.464079999999999715e-03
7.872240000000000348e-01 9.486391000000000268e-03
7.971599999999999797e-01 9.452922000000000755e-03
8.054786000000000445e-01 9.469211999999999421e-03
8.043671999999999489e-01 9.445122000000000240e-03
7.961200000000000498e-01 9.433917999999999471e-03
7.906311000000000311e-01 9.450534000000000018e-03
7.908695000000000030e-01 9.430053000000000740e-03
7.708869999999999889e-01 9.438906000000000379e-03
7.777444999999999498e-01 9.440953999999999666e-03
7.832609000000000377e-01 9.469197999999999851e-03
7.857269999999999532e-01 9.446243999999999474e-03
7.907530999999999866e-01 9.465104000000000226e-03
7.905967000000000411e-01 9.479545000000000679e-03
8.037737999999999827e-01 9.472506999999999802e-03
7.795362000000000124e-01 9.475713000000000191e-03
7.920736999999999917e-01 9.494769000000000125e-03
7.853947000000000012e-01 9.449986000000000497e-03
7.922131000000000034e-01 9.486365999999999549e-03
7.811865000000000059e-01 9.491404999999999634e-03
8.003514999999999935e-01 9.450329000000000368e-03
7.899570000000000203e-01 9.474031000000000813e-03
8.082454999999999501e-01 9.468110000000000068e-03
7.905292999999999903e-01 9.473986000000000213e-03
7.914889000000000507e-01 9.485245999999999261e-03
7.863179000000000141e-01 9.482087999999999628e-03
7.953748000000000484e-01 9.519888000000000655e-03
7.996364000000000249e-01 9.597678999999999586e-03
8.264806999999999571e-01 9.513766999999999363e-03
7.911831999999999754e-01 9.469860000000000083e-03
8.238834999999999908e-01 9.500035999999999897e-03
8.131720000000000059e-01 9.499920000000000239e-03
7.898830000000000018e-01 9.505939999999999182e-03
7.852845000000000519e-01 9.491872999999999630e-03
8.039165999999999812e-01 9.486315000000000372e-03
7.897286999999999502e-01 9.490459999999999174e-03
7.588278999999999996e-01 9.486153000000000640e-03
7.840015000000000178e-01 9.481699999999999157e-03
7.716503999999999586e-01 9.492122999999999880e-03
7.822890000000000121e-01 9.490623999999999588e-03
7.771150000000000002e-01 9.515644999999999659e-03
7.922677999999999665e-01 9.503365999999999203e-03
7.958914000000000266e-01 9.482480999999999202e-03
7.960011999999999643e-01 9.502932999999999866e-03
7.831624999999999837e-01 9.488643999999999204e-03
7.778677000000000508e-01 9.511049000000000586e-03
7.961846000000000201e-01 9.513735000000000594e-03
7.846775999999999751e-01 9.486011000000000790e-03
7.941525999999999863e-01 9.500233000000000289e-03
7.832152999999999476e-01 9.511392999999999931e-03
8.038252000000000175e-01 9.508157999999999194e-03
7.917182000000000386e-01 9.546750999999999154e-03
8.171245999999999787e-01 9.490172999999999318e-03
8.191135999999999973e-01 9.562881000000000506e-03
7.844824999999999715e-01 9.525149999999999589e-03
7.873915999999999693e-01 9.502732999999999319e-03
