4.376278000000000112e+00 9.487386000000000430e-03
4.362479000000000440e+00 9.468518999999999894e-03
4.382725999999999900e+00 9.459864999999999594e-03
4.378835999999999729e+00 9.450728999999999727e-03
4.385711999999999833e+00 9.399404000000000092e-03
4.365279000000000131e+00 9.466901999999999262e-03
4.360980999999999774e+00 9.466995000000000618e-03
4.377317999999999820e+00 9.490995999999999808e-03
4.349776000000000309e+00 9.449386000000000591e-03
4.389007999999999576e+00 9.446440999999999866e-03
4.376536999999999900e+00 9.457824000000000092e-03
4.362967000000000262e+00 9.461363999999999885e-03
4.389456000000000024e+00 9.479427999999999813e-03
4.384502000000000344e+00 9.465441999999999259e-03
4.359490000000000087e+00 9.472259000000000234e-03
4.363711999999999591e+00 9.455442999999999140e-03
4.364753000000000327e+00 9.457695000000000338e-03
4.350225000000000009e+00 9.485340000000000091e-03
4.382181000000000104e+00 9.472701000000000038e-03
4.400432999999999595e+00 9.457504999999999731e-03
4.386803999999999704e+00 9.447558999999999471e-03
4.398234999999999673e+00 9.458714999999999484e-03
4.406111000000000111e+00 9.444688999999999168e-03
4.369328000000000323e+00 9.446444999999999495e-03
4.365409999999999791e+00 9.426277999999999740e-03
4.367981000000000336e+00 9.463627000000000497e-03
4.366079000000000043e+00 9.453852999999999909e-03
4.380816000000000265e+00 9.432048999999999642e-03
4.370385999999999882e+00 9.759006000000000625e-03
4.352233000000000018e+00 9.482275000000000079e-03
4.355677000000000021e+00 9.452599000000000765e-03
4.367341999999999835e+00 9.471000000000000252e-03
4.350526999999999589e+00 9.463858000000000339e-03
4.353511000000000131e+00 9.473650999999999600e-03
4.351335999999999871e+00 9.461657000000000053e-03
4.332207000000000363e+00 9.487772000000000219e-03
4.327516000000000140e+00 9.468364999999999421e-03
4.339527000000000356e+00 9.475169000000000299e-03
4.364601000000000397e+00 9.457996999999999238e-03
4.372869999999999813e+00 9.471706999999999349e-03
4.349349000000000132e+00 9.507484000000000074e-03
4.336551000000000045e+00 9.490722000000000047e-03
4.346957999999999878e+00 9.495974000000000775e-03
4.315945000000000142e+00 9.515568999999999764e-03
4.365895000000000081e+00 9.478000000000000314e-03
4.344907000000000075e+00 9.482132000000000754e-03
