DATE-OBS,Target Flux,Target Flux Error,Rescaled Ref Fluxes,r,r error,TrES Norm,TrES Norm error
2460220.699101215,48727.5,285.3913,14626.862540576583,3.3313706110811094,0.028347935829192095,0.9868585049433456,0.008397565097552363
2460220.699508588,49054.95,285.0054,14475.650379254686,3.3887907427151958,0.0288604471044507,1.0038681841035022,0.008549387326272865
2460220.699910729,49209.82,285.7814,14482.245045327045,3.3979413996919234,0.028962423819916438,1.006578901317992,0.00857959609038599
2460220.700312697,48975.1,285.8486,14476.570676680061,3.3830595030971486,0.028908139781482284,1.002170407656137,0.008563515422317052
2460220.7007147223,49101.87,286.1161,14395.908545180188,3.4108211958903785,0.029231664709914482,1.010394308819668,0.008659353851737814
2460220.701116736,48835.39,286.4876,14636.053678547287,3.336650102040839,0.028458084144187067,0.9884224589921837,0.008430194550755917
2460220.701530382,49040.81,284.8265,14500.624700850232,3.3819791223977083,0.028760857663559975,1.0018503643447525,0.008519885749228674
2460220.7019323497,49492.43,285.5047,14430.515445993211,3.4297063181996115,0.02918746200180587,1.0159886859525424,0.008646259596090179
2460220.7023342825,48868.98,285.5422,14356.506094823484,3.4039605233491077,0.029215099049521503,1.0083619582236512,0.00865444657339585
2460220.70273625,49058.98,286.919,14418.081454591294,3.402601112672842,0.029227241125016103,1.0079592573103628,0.008658043444434351
2460220.703138229,48678.56,286.8603,14486.056230648464,3.3603735361049965,0.02890071394655024,0.9954500987854875,0.00856131565254823
2460220.7035462614,48752.51,285.7212,14430.89368349288,3.378343092899833,0.02897541414517166,1.0007732561352163,0.00858344424012876
2460220.7039562385,48278.48,286.4855,14157.282465489312,3.41015163875459,0.02975926842038558,1.0101959645850758,0.008815646942391304
2460220.704366574,48014.89,286.3419,14361.782972378174,3.3432401876804847,0.02901490894455553,0.9903746530951625,0.008595143862663508
2460220.704775498,48695.04,286.2325,14416.94507050385,3.3776254096734366,0.029050847489246804,1.0005606554136188,0.008605790008837067
2460220.705185266,48966.58,286.5946,14568.062001769216,3.3612281437334124,0.028702671812135407,0.9957032608935059,0.008502649239380532
2460220.705595799,49057.91,286.7821,14385.96976643168,3.4101218615426308,0.029321449080285587,1.0101871436226832,0.008685950853349398
2460220.7060054746,48985.34,287.2451,13680.540073742006,3.5806583465239727,0.031717218466159894,1.0607055038577113,0.009395654356906959
2460220.70641603,48614.74,286.8175,14490.175868398102,3.3550137997996834,0.028861454556163298,0.993862373499217,0.008549685765686236
2460220.706822465,49002.61,287.7921,14211.5035152963,3.4480947035095135,0.02995396259003118,1.0214359137016529,0.00887332158133377
2460220.7072286457,48882.43,287.946,14326.361078450387,3.4120618440595227,0.029563696919257497,1.0107618284805817,0.008757712409808585
2460220.707630845,49039.0,288.2855,14285.076279294743,3.4328833141114363,0.02978705894686825,1.0169298137350011,0.008823879385015684
2460220.708032535,49347.24,288.6161,13847.803849748809,3.563542676905777,0.03140260688993795,1.0556352951951467,0.009302456347440369
2460220.70843434,48867.93,288.0441,14338.466418365011,3.40816992376597,0.029534422262121256,1.0096089172345384,0.008749040320225367
2460220.708836447,48317.77,288.1407,14155.844610475795,3.4132735509291505,0.029957733524814435,1.0111207748030993,0.00887443865280281
2460220.7092384724,48561.82,288.1382,14396.06520740178,3.373270355501849,0.029269894042990147,0.9992705491028937,0.00867067860268523
2460220.709640486,48545.55,288.2844,14430.720346711314,3.3640420459719658,0.02917035086834944,0.9965368287190005,0.008641190731183787
2460220.7100426853,48714.75,288.5543,14427.61618645648,3.376493342381093,0.029262503150847035,1.0002253008805924,0.008668489184087885
2460220.710451609,48466.48,288.8517,14276.582988938524,3.3948235398870836,0.029668790097871846,1.0056552915414656,0.008788844369964003
2460220.710860903,48846.45,288.4011,14063.211818494994,3.4733495186185293,0.03046409468482611,1.0289171975306581,0.009024439020719945
2460220.7112710187,49182.85,289.7446,14146.010925605444,3.4767999444263817,0.03043483352717607,1.0299393239920096,0.009015770930116225
2460220.711680799,48630.04,288.8754,14154.33769778969,3.435698726305927,0.030135677099510958,1.0177638288577293,0.008927151229873993
2460220.7120894906,49077.08,290.3525,13977.060632997503,3.5112590042098852,0.03103790270598476,1.0401471994251983,0.009194419305711821
2460220.712499502,48847.82,289.5963,14172.421117097792,3.4466813818472666,0.03022270493457032,1.0210172426303619,0.008952931657578272
2460220.71291059,48815.73,290.1042,14248.027220190794,3.4261395802798247,0.030022271509911484,1.0149321041242292,0.008893556867772072
2460220.713321632,48937.78,289.3055,14359.843925664632,3.4079604383816418,0.02962077900206974,1.0095468609648162,0.00877462194809765
2460220.713732905,48289.48,290.5975,14308.6456964469,3.374846300931972,0.02969740879560518,0.9997373945345819,0.008797322143395934
2460220.714138461,48192.63,290.3362,14259.922347899997,3.379585724539176,0.02979843082421789,1.0011413633634298,0.008827248098734397
2460220.714549514,48297.22,290.9611,14424.779785871124,3.3482119461751836,0.029370385902371142,0.9918474469472478,0.008700447504943608
2460220.7149586575,48169.54,291.2175,14580.294989231325,3.303742485016725,0.028886929210192744,0.9786741705160702,0.008557232172833442
2460220.715368877,48304.07,291.1906,14110.166600586372,3.4233522088954387,0.03040919529412579,1.0141063955861376,0.009008176065632149
2460220.715777419,48311.46,290.7087,14318.391368023642,3.37408433379541,0.029692208733621498,0.9995116755026907,0.008795781718749767
2460220.716188021,47932.78,292.0877,14214.544113786758,3.372094076060431,0.030035296847262503,0.9989220975175035,0.008897415389217225
2460220.7165983794,48077.34,292.9395,14070.117230440463,3.416982190879368,0.030649309791405534,1.0122193925505425,0.009079305658062519
2460220.7170003704,47913.98,291.4662,14016.200091468243,3.418471460689661,0.030626375805685297,1.0126605618919404,0.009072511878113514
2460220.71741125,48103.52,292.2314,14127.331624343107,3.4049968726657336,0.030396365472457065,1.0086689580314188,0.009004375462184255
2460220.7178225233,47875.81,292.7133,14109.00492828922,3.393280408032656,0.030434417591583638,1.0051981665402048,0.009015647716693035
2460220.7182337153,48051.48,293.1321,14092.506283701963,3.4097185435050488,0.030588044526313946,1.0100676679227234,0.009061156927413298
2460220.7186420485,47427.34,293.4941,13976.719825437158,3.3933097745641176,0.030807393308531227,1.005206865845901,0.009126135051000047
2460220.719052627,47439.51,293.8038,14309.35746380909,3.315278839038228,0.02974422268486519,0.9820916074845926,0.00881118991440047
2460220.7194626736,48593.09,293.8009,14086.717395280077,3.4495680318171,0.03085621674141331,1.0218723606601747,0.009140598113086248
2460220.7198724654,47473.62,294.7948,14074.930801035802,3.372920312795167,0.030614622338729084,0.9991668552595747,0.009069030125350935
2460220.720274537,47966.92,293.1992,14288.75008086786,3.3569710246542863,0.029929121495656796,0.9944421660889177,0.008865962854816245
2460220.7206764235,47530.76,294.809,13947.958992844833,3.4077215185664667,0.031064064870030623,1.0094760852754285,0.009202169375310954
2460220.721084132,48186.42,295.297,14244.170846548825,3.3828869731420648,0.030356897051961085,1.0021192987663108,0.008992683653919639
2460220.721496574,47977.03,295.5524,14052.784525526029,3.4140586097262533,0.03075458508430257,1.0113533343232632,0.009110491566292083
2460220.7219071295,47966.79,295.6772,13030.380597263591,3.6811503426134102,0.034158728900701624,1.0904744466135012,0.010118907821778439
2460220.722314572,47345.36,295.0335,18142.579200255695,2.6096267502766493,0.03411875760702813,0.773054893584001,0.010107067046397859
2460220.722722963,47293.97,296.1282,18100.74323208451,2.612819230326906,0.03435980379008706,0.774000608263412,0.010178472633949295
2460220.7231345833,47203.24,295.6949,18131.722965607965,2.603351048851482,0.03416909034842694,0.7711958301386699,0.010121977213931098
