DATE-OBS,Target Flux,Target Flux Error,Rescaled Ref Fluxes,r,r error,TrES Norm,TrES Norm error
2460220.6238075346,52239.73,267.915,15424.991654653986,3.386694214789956,0.02545061300495713,1.0032471254896715,0.007539285426971113
2460220.624215347,51994.62,267.6097,15539.499822362288,3.3459648376311684,0.025073650466323236,0.9911817815388972,0.007427617068590787
2460220.624626285,51755.67,267.9103,15412.544136053793,3.3580225005766926,0.025359779950151214,0.9947536468810332,0.007512377771495305
2460220.6250285534,52056.38,267.7196,15386.098341655632,3.3833385725258815,0.02548518038833848,1.0022530769449574,0.007549525391317935
2460220.625430741,52034.35,268.0546,15395.949587036575,3.3797428152020608,0.025477252661816562,1.001187898641192,0.0075471769452108
2460220.6258329744,51934.73,267.4907,15541.46016994394,3.341689225600437,0.02504639459570324,0.9899152085306795,0.007419543008130054
2460220.626235162,51262.23,266.7393,15318.495680794207,3.3464271602250597,0.0253570083961002,0.9913187362752726,0.007511556748557162
2460220.626637639,51908.11,266.1736,15343.20445916062,3.383133564971064,0.025408896843090088,1.0021923471515275,0.007526927765834539
2460220.6270399536,52146.73,265.729,15202.84253861875,3.4300644677161656,0.025782089224784758,1.0160947812921834,0.0076374792831681
2460220.6274497686,51393.02,267.9561,15256.064378239387,3.3686944893405704,0.02565803072958416,0.9979150312197378,0.007600729189770519
2460220.6278598495,50905.54,265.556,15202.507674581013,3.3484962540170518,0.02544024296509799,0.9919316680215516,0.007536213489553657
2460220.6282688426,51554.07,266.4221,15041.378026875142,3.4274831672926447,0.02612304682165831,1.0153301175623985,0.007738481826439776
2460220.6286764815,51623.7,265.881,14861.572824128487,3.473636378256439,0.02657420519775202,1.0290021745285503,0.007872129364496197
2460220.62908831,51318.9,265.3517,15045.588450584228,3.4108935099848,0.0259431757201315,1.0104157305668822,0.007685198254283372
2460220.6295003127,51612.96,265.3166,14886.9350472419,3.466997057232565,0.026438578541223872,1.0270353953303233,0.007831952411788915
2460220.6299031945,50229.93,266.4012,14962.718995551868,3.3570055024713357,0.02596997377010777,0.9944523795208529,0.007693136693629332
